date,open,high,low,close,volume
2024-03-26,777.1769376837867,787.7014169300444,777.1769376837867,783.5412043280637,2200324
2024-03-27,790.5494594785507,805.7516452121264,790.5494594785507,805.7346906693567,4280949
2024-03-28,805.2936303915669,805.2936303915669,775.6110506459767,780.8248794650478,4545179
2024-03-29,781.7803074225242,803.8467676241314,770.2541470449058,787.0504573345187,2760024
2024-04-01,788.5507867491079,810.3412107407491,788.5507867491079,804.2209832881771,3797865
2024-04-02,797.1648849076028,843.2594463062734,789.2900918649755,816.2747690856245,3287721
2024-04-03,815.7233270268234,826.4695869862755,815.7233270268234,821.3290927335654,2625456
2024-04-04,824.5672910625151,845.5010292707468,819.8213854849777,832.6612073778623,3198398
2024-04-05,831.7993740411422,831.7993740411422,799.2012251182955,799.6003426514538,5238419
2024-04-08,788.7684669387684,793.2878081035121,773.0969929678478,783.19240053568,3733337
2024-04-09,782.9219361188024,790.1717584726367,773.5247306358182,781.8482445542274,2286481
2024-04-10,785.2336592711721,824.2167364395104,784.4002528451533,804.3084946423319,4310727
2024-04-11,803.8144231668812,819.0576213004131,803.8144231668812,815.7591078588443,3231361
2024-04-12,816.2588167850438,816.2588167850438,779.9452669601217,791.1778226791462,4483757
2024-04-15,787.0959823937685,801.3902696851019,757.0145333308617,779.2024015079818,3316251
2024-04-16,778.4373103743454,787.6602933672958,775.2126149920829,781.4364541796893,2373621
2024-04-17,779.4111906292915,799.5078330139472,779.4111906292915,791.0958355374336,3090531
2024-04-18,794.5347455938307,806.3139183447878,753.4380983126441,779.876008328716,3242619
2024-04-19,776.8598628019116,816.5734555137296,776.8598628019116,798.2454592585804,3927172
2024-04-22,792.3170927625513,820.0160337160094,770.0056802989745,795.010857007492,2464725
2024-04-23,797.5324350554444,806.3655714482387,797.5324350554444,803.9014176089155,3001935
2024-04-24,804.4706190663941,819.3286489859802,775.3815718084529,797.3551103972165,2777908
2024-04-25,802.4571372026585,802.4571372026585,798.4706130335608,799.2144804934748,2333007
2024-04-26,795.008014267919,795.008014267919,758.6290771596504,772.9728763849885,4695965
2024-04-29,778.6338812080406,778.6338812080406,764.8362655538936,771.2973870575129,2320889
2024-04-30,764.484882662783,783.1326139176417,734.6852455820099,758.9089297498258,3387797
2024-05-01,757.7942244662081,762.1965937484721,745.9389520796655,754.0677729140688,2642704
2024-05-02,753.4552709834106,789.6739071558869,750.3794423674219,770.0266747616544,3749259
2024-05-03,768.2453416118832,768.2453416118832,752.6059993999818,754.3197755448152,3723836
2024-05-06,752.4957644994422,752.4957644994422,740.9499451640028,744.8883985992526,3113105
2024-05-07,740.6340750049319,760.2942595345315,722.4718287065626,741.3830441205471,2514685
2024-05-08,740.5589588518288,741.7877917467094,726.440855590522,734.1143236686157,2905440
