date,open,high,low,close,volume
2024-03-26,1012.850385995473,1024.8413813444197,1008.7596967194878,1016.8005390319538,5257069
2024-03-27,1014.38255019055,1059.0005439306383,993.8324969969426,1026.4165204637904,3258502
2024-03-28,1025.8704761031283,1092.237138722348,1025.8704761031283,1074.1846347292362,5637497
2024-03-29,1081.4088669862851,1086.8580869085858,1037.151413468524,1062.004750188555,3389788
2024-04-01,1050.8808852481443,1103.0934715735161,1050.8808852481443,1090.1740918824514,4364154
2024-04-02,1073.4079887450293,1106.6057170758165,1073.4079887450293,1094.3334356746186,2888908
2024-04-03,1103.8880661779958,1103.8880661779958,1078.480521186168,1079.3028521824906,3549810
2024-04-04,1077.9934080491655,1109.5231973671569,1065.4651076385264,1087.4941525028416,3136381
2024-04-05,1077.8019653324325,1128.97527726961,1052.7526243146901,1090.86395079215,2841813
2024-04-08,1088.6507107661741,1123.7442040430499,1020.0455073527066,1071.8948556978783,3794591
2024-04-09,1064.9559406452024,1100.7484685987758,1064.9559406452024,1090.7739990671207,3789153
2024-04-10,1102.1635657513839,1102.1635657513839,1020.8632197809883,1052.8314779828534,4972517
2024-04-11,1051.7384406676608,1080.4547499376556,1051.7384406676608,1076.5104083375447,4104498
2024-04-12,1086.3415063573657,1137.3985237503803,1080.4755723450694,1108.9370480477248,4594844
2024-04-15,1100.2080578984978,1142.8829302909148,1100.2080578984978,1134.76473972427,4156059
2024-04-16,1131.182195010254,1169.224955887365,1065.5506429649001,1117.3877994261327,3655427
2024-04-17,1116.2236998691992,1172.6513528690364,1116.2236998691992,1172.4402104491242,5809305
2024-04-18,1164.7221825691845,1246.998218472412,1164.7221825691845,1245.6232732385408,6630660
2024-04-19,1248.1755145890752,1251.7892349908784,1225.8401517166412,1238.8146933537598,2999230
2024-04-22,1235.4168938054643,1309.00832060101,1235.4168938054643,1289.2341806097616,5268543
2024-04-23,1290.6349620517,1394.3370714206833,1290.6349620517,1372.8144624963252,6780078
2024-04-24,1357.504230975044,1380.1689638393937,1344.2761540269846,1362.222558933189,3148555
2024-04-25,1341.6137178320603,1341.6137178320603,1246.2148687857948,1255.6373814135563,8010585
2024-04-26,1251.7164225025665,1295.24336371093,1152.3707657763669,1223.8070647436484,4331035
2024-04-29,1201.3928092649664,1201.3928092649664,1180.9145839532005,1183.0194281122729,4873084
2024-04-30,1178.783152022672,1232.8089503959955,1178.783152022672,1208.7413810715095,4056234
2024-05-01,1207.4078486373085,1207.4078486373085,1161.9176391705662,1173.0763074005881,4612832
2024-05-02,1179.1715928111337,1212.043988315543,1117.22565249664,1164.6348204060914,3114043
2024-05-03,1162.322333241276,1257.523236553365,1162.322333241276,1218.8037950610642,5635785
2024-05-06,1224.7404920209285,1263.7768655184443,1168.159659443768,1215.9682624811062,2791386
2024-05-07,1214.1823215277202,1310.5531609664718,1214.1823215277202,1264.6940514407997,5228725
2024-05-08,1276.38993226439,1304.3636464345375,1268.9524125999012,1286.6580295172193,3773220
2024-05-09,1275.024083504715,1328.9916284013634,1275.024083504715,1320.8291131756878,4366295
2024-05-10,1328.7140339073712,1495.4428988048478,1318.0896806034978,1406.7662897041728,6794546
2024-05-13,1386.300982344593,1442.2170055922004,1386.300982344593,1415.4522905493234,3043708
2024-05-14,1418.4810228423175,1477.7245368396248,1418.4810228423175,1466.552032138244,4976514
2024-05-15,1476.208010397735,1607.2283315724167,1476.208010397735,1549.854490977661,6281032
2024-05-16,1569.4732151927506,1569.4732151927506,1451.9247925115194,1453.5944937012491,6866267
2024-05-17,1447.546832545385,1543.9884511999105,1447.546832545385,1537.3909874381657,6333814
2024-05-20,1534.2648968165802,1589.719398708625,1479.516188489162,1534.6177935988935,2756848
2024-05-21,1532.8017444511631,1547.6520249498176,1500.653544603323,1524.1527847765703,3089024
2024-05-22,1518.5636500613448,1530.581840328053,1495.4191087455854,1513.0004745368192,3122082
2024-05-23,1491.6182996146601,1547.5995055331696,1491.6182996146601,1532.6839219002923,3490165
2024-05-24,1507.7571081545395,1538.3974245386948,1485.4878074237433,1511.942615981219,3536289
2024-05-27,1505.5220937662714,1526.3649207256647,1471.890666037528,1499.1277933815963,3199099
2024-05-28,1514.3166074697972,1514.3166074697972,1436.0036815546366,1444.1996908537847,5099381
2024-05-29,1435.1591679291605,1454.8889896023672,1432.2235414643674,1443.5562655333672,2667174
2024-05-30,1437.7532586761452,1512.2439283697006,1437.7532586761452,1476.7496512395626,4136961
2024-05-31,1484.193806506117,1553.3374908156816,1421.5993852854253,1487.4684380505535,3114709
2024-06-03,1469.4745037152268,1551.4859710037415,1469.4745037152268,1532.2392805359534,4593352
2024-06-04,1540.111822783639,1571.640229859745,1453.143788742013,1512.392009300879,3497557
2024-06-05,1498.6226530848026,1622.9076628486052,1481.8481872830278,1552.3779250658165,4358640
2024-06-06,1554.0025196029453,1554.0025196029453,1462.7740180548597,1476.4939715495814,5942775
2024-06-07,1470.9250218897143,1519.8945157594508,1439.531499858888,1479.7130078091695,2781403
2024-06-10,1478.7410154486295,1525.8751777843815,1478.7410154486295,1508.1469248360183,3892949
2024-06-11,1531.8220495282903,1532.4084143359219,1506.7064044864637,1519.5574094111928,3134840
2024-06-12,1503.4407431520815,1578.7004330113434,1426.8650604797815,1502.7827467455625,3369811
2024-06-13,1525.6181632529704,1532.363905203408,1525.6181632529704,1531.4178303342012,3882523
2024-06-14,1542.448208329723,1542.448208329723,1503.0824252303203,1518.3677691846144,3202147
2024-06-17,1501.3260046953874,1519.1233053541146,1486.0994693802927,1502.6113873672036,3325683
2024-06-18,1517.9320811339348,1545.6439601084767,1487.883910881635,1516.7639354950559,3255990
2024-06-19,1524.5815832114993,1628.3750606789367,1524.5815832114993,1601.959373066204,6241561
2024-06-20,1581.356067458855,1637.3479310430394,1581.356067458855,1616.2162152279816,3222075
2024-06-21,1616.4341813499368,1639.6046363758858,1519.9841070635657,1579.7943717197256,4140869
2024-06-24,1594.9169190425746,1669.5432021217712,1581.4015842181384,1625.4723931699548,4517461
2024-06-25,1642.4402081317191,1649.0740167108863,1604.3446514269444,1626.7093340689155,2687951
2024-06-26,1626.1995775468677,1656.0277922680532,1626.1995775468677,1646.3946003401093,3431013
2024-06-27,1647.1001147800218,1670.5532167288036,1647.1001147800218,1661.7107607928026,3248425
2024-06-28,1683.6066098755477,1771.6417773722194,1683.6066098755477,1750.2005029676077,6059177
2024-07-01,1747.879927555377,1827.362530086108,1702.4092014126459,1764.885865749377,3188800
2024-07-02,1761.332341303487,1880.494003878936,1761.332341303487,1859.755788595629,6090597
2024-07-03,1872.3248169843125,2065.617260803012,1858.8997472124875,1962.2585040077497,6175782
2024-07-04,1978.0607054839493,1978.5105344130054,1869.8185972575088,1924.164565835257,3930582
2024-07-05,1935.4162617645325,2093.709066761076,1866.313890249209,1980.0114785051426,4524515
2024-07-08,1980.1125357421217,2010.0062672396734,1939.0128661314775,1974.5095666855755,2821285
2024-07-09,1962.5824249024076,1975.008273256853,1946.0835079702022,1960.5458906135275,3105803
2024-07-10,1950.6060527284699,1950.6060527284699,1883.7106874487727,1901.2254640749954,4663892
2024-07-11,1887.0012481456813,1982.0589057787563,1795.983826578856,1889.0213661788061,3062456
2024-07-12,1890.4224958874488,1890.4224958874488,1847.871770808162,1864.2132635659843,3509562
2024-07-15,1888.9065705368773,1930.7708178254543,1842.2502052743027,1886.5105115498784,3421851
2024-07-16,1896.4391504507503,1906.6665029924452,1852.0266977009894,1879.3466003467172,2888685
2024-07-17,1889.3488081224082,1889.3488081224082,1854.705974774355,1868.1375678231293,3032281
2024-07-18,1878.5449610726282,1886.7105879442518,1838.6052705018092,1862.6579292230304,2831501
