date,open,high,low,close,volume
2024-03-26,2559.25252679268,2627.8569243684083,2519.2283863986213,2573.542655383515,4361679
2024-03-27,2570.51876592336,2570.51876592336,2455.6074497963336,2474.9626420030677,6418913
2024-03-28,2460.781519306637,2460.781519306637,2413.8227462615605,2427.467215344987,4544312
2024-03-29,2444.5127968610436,2507.949207549829,2427.2963578974045,2467.622782723617,4261420
2024-04-01,2483.5854296933567,2527.9097747589312,2459.969406332767,2493.939590545849,3709127
2024-04-02,2513.6195635147037,2533.2490338146667,2513.6195635147037,2526.6072046108434,3938235
2024-04-03,2519.1377835035078,2540.2065691912135,2413.1999672658712,2476.703268228542,4598808
2024-04-04,2478.996694225215,2592.2897216539586,2449.9258849861503,2521.1078033200542,4391265
2024-04-05,2527.8852485431944,2527.8852485431944,2422.087165950244,2473.57042990249,4511823
2024-04-08,2468.4635204604074,2535.1642674495115,2394.263203933853,2464.7137356916824,3040350
2024-04-09,2469.093026580855,2499.4648665163677,2380.3029074005667,2439.8838869584674,3663107
2024-04-10,2435.5057075506597,2485.0270880871235,2351.4873801474087,2418.257234117266,3546724
2024-04-11,2435.602720585897,2465.447852427132,2266.8779930831515,2366.1629227551416,4772967
2024-04-12,2372.5294024125187,2514.7940991554933,2278.85745629366,2396.8257777245767,3925081
2024-04-15,2408.746123725452,2408.746123725452,2345.2746954683603,2362.2229112438968,4083815
2024-04-16,2350.5618699554047,2413.464236407959,2350.5618699554047,2382.4482073968575,3510740
2024-04-17,2356.915492091144,2446.1664150973756,2356.915492091144,2423.7893546492382,4337305
2024-04-18,2417.5777910490347,2417.5777910490347,2341.3617218210215,2353.5165672757926,5501048
2024-04-19,2376.438263254204,2376.438263254204,2275.852979231119,2325.0582582609686,3857443
2024-04-22,2321.3127204288417,2321.3127204288417,2209.7435410324606,2233.757413920298,6514340
2024-04-23,2218.1277320858876,2262.1694579965947,2218.1277320858876,2240.7442138304614,2996153
2024-04-24,2257.657567896777,2306.1103174918494,2214.740054796647,2260.4251861442485,3531633
2024-04-25,2253.5691250536347,2270.1161831831932,2210.850236425257,2240.483209804225,3542728
2024-04-26,2235.977294741103,2301.595981003212,2235.977294741103,2285.921165789742,4611046
2024-04-29,2274.625952661295,2317.1812826563564,2274.625952661295,2309.5423406231125,3677879
2024-04-30,2293.3385186777236,2303.1168554301858,2256.7165470626155,2279.9167012464004,3928398
2024-05-01,2298.643729072252,2320.528493768502,2283.492004384355,2302.0102490764284,3617258
2024-05-02,2321.632212060821,2368.8019520596768,2321.632212060821,2363.7633963975077,5220132
2024-05-03,2373.8852184069974,2401.8170189756256,2208.111540903412,2304.9642799395187,5097984
2024-05-06,2301.921684302222,2301.921684302222,2269.478921649395,2279.665127862311,3749917
2024-05-07,2289.040462813348,2289.040462813348,2241.4424050030957,2249.3183825137626,3975151
2024-05-08,2246.2835702843768,2250.3418238601766,2245.8957518389657,2248.118787849571,2749509
2024-05-09,2242.472498152891,2287.3524338282846,2242.472498152891,2270.268963375576,3632563
2024-05-10,2274.367952300094,2274.367952300094,2158.7873586537567,2171.8822437738077,6918587
2024-05-13,2169.0675459321956,2190.599472594822,2142.695054198557,2166.6472633966896,2928556
2024-05-14,2165.5364878681967,2165.5364878681967,2119.6616764350083,2140.224691321166,3867405
2024-05-15,2142.870779852849,2209.351474391806,2039.2757725815177,2124.313623486662,3409447
2024-05-16,2115.353333251466,2127.261356598314,2037.7009787116879,2082.4811676550007,4593061
2024-05-17,2074.0802188570806,2194.024047299257,2074.0802188570806,2158.6675948980433,6121074
2024-05-20,2164.8114450761095,2164.8114450761095,2088.5991768350978,2110.575963507343,4844669
2024-05-21,2110.2336480651356,2112.748726517336,2084.2154260598754,2098.4820762886056,3246053
2024-05-22,2109.5420475899055,2148.2231684162234,2109.5420475899055,2132.01504909846,4208697
2024-05-23,2110.0116888444936,2266.802510650738,2110.0116888444936,2229.5811016726702,6960689
2024-05-24,2242.559499989403,2243.7948174245676,2217.648427520903,2230.7216224727354,2747409
2024-05-27,2227.1169000153,2282.9610218510543,2217.009859994473,2249.9854409227637,3517701
2024-05-28,2244.5948520421543,2338.382241008859,2244.5948520421543,2326.7075431588232,5892414
2024-05-29,2341.5022855926536,2342.1087033680014,2270.5521124763136,2306.3304079221575,3536550
2024-05-30,2298.104321815792,2394.347553963968,2298.104321815792,2351.1713221969017,4532793
2024-05-31,2346.588651278527,2381.489951615756,2345.351221291352,2363.4205864535543,3193640
2024-06-03,2366.0559988818386,2366.0559988818386,2289.4620357610697,2303.9693292891557,5125293
2024-06-04,2288.966139991725,2288.966139991725,2232.686901350843,2243.2159820746106,5244006
2024-06-05,2257.6623818573526,2300.7191027318413,2178.9969742731014,2239.8580385024716,2841385
2024-06-06,2255.3964077878727,2309.695676122737,2255.3964077878727,2290.547561970733,4830202
2024-06-07,2261.884578505648,2328.6903322194917,2261.884578505648,2316.967482773379,3791035
2024-06-10,2324.428456674795,2378.603886922862,2324.428456674795,2375.5539190520904,5077182
2024-06-11,2360.563509675797,2401.513404700571,2299.9852714317944,2350.7493380661826,3698471
2024-06-12,2340.682562544446,2410.4232434144624,2340.682562544446,2393.9709364442792,4434056
2024-06-13,2408.6281538333333,2433.894174121132,2399.953076216131,2416.9236251686316,3607560
2024-06-14,2406.6615826241145,2575.891385212251,2387.196907755059,2481.544146483655,5211870
2024-06-17,2453.3761734625546,2568.01456435621,2453.3761734625546,2529.338373840075,4515725
2024-06-18,2529.600193045225,2546.780370662638,2388.30830372572,2467.5443371941788,5054596
2024-06-19,2466.4595929740312,2490.141298801724,2466.4595929740312,2489.1324327873735,3528384
2024-06-20,2483.0308088435468,2536.666003850515,2480.0961561617883,2508.3810800061515,3432427
2024-06-21,2512.8594676633993,2571.97172526678,2492.9675761971516,2532.469650731966,3609025
2024-06-24,2517.8174813811,2614.8508912197403,2517.8174813811,2594.393270143334,4999677
2024-06-25,2578.2332388719897,2597.3849805656214,2578.2332388719897,2597.3773186278377,2808189
2024-06-26,2595.6347798679694,2595.6347798679694,2568.158696148344,2578.413287629683,3396678
2024-06-27,2570.8782004821282,2570.8782004821282,2546.0864106154577,2557.1561053830987,3487207
