date,open,high,low,close,volume
2024-03-26,473.07615514291365,479.0882394116508,469.5936711091913,474.340955260421,750445
2024-03-27,477.1065052769391,477.1065052769391,456.7541188931349,460.8502217422796,1477174
2024-03-28,461.7437166043067,471.60469859227675,461.7437166043067,470.8247253937589,1284981
2024-03-29,470.90625210688995,485.0203401694416,456.918268584021,470.9693043767313,739802
2024-04-01,476.25367298780867,476.25367298780867,453.3346648440558,461.0567738369803,1281337
2024-04-02,461.89989536400634,480.1428853685008,459.4570048864348,469.79994512746777,1217122
2024-04-03,471.2839479536941,479.4715454567475,471.2839479536941,477.307933730493,1141416
2024-04-04,481.8913033156771,481.8913033156771,460.8639339558353,464.8864149695232,1412997
2024-04-05,470.13795980306475,478.74586302917635,468.2143662560694,473.4801146426229,1205009
2024-04-08,474.29933223474336,474.29933223474336,465.50379868157853,467.8556516894459,1040552
2024-04-09,466.1534722230931,466.1534722230931,455.99146642082206,459.2384513550105,1212072
2024-04-10,459.24100249997434,475.4786728809158,454.1087191655619,464.79369602323885,1042462
2024-04-11,466.971748425884,466.971748425884,457.0627285456844,458.0861396734915,1107358
2024-04-12,458.6215052800279,458.6215052800279,443.3143881133561,445.35016862174876,1460206
2024-04-15,444.7625342819578,444.7625342819578,435.90737034832006,439.8564073976111,1052497
2024-04-16,436.290866726992,438.7981580437287,432.5859007135441,435.6920293786364,977592
2024-04-17,437.13549230499905,440.5428400151353,429.0857468731391,434.8142934441372,783962
2024-04-18,439.1805345243142,446.0624623535991,409.0205083404121,427.5414853470056,1167577
2024-04-19,423.1341105235915,431.92270838691184,423.1341105235915,428.66696696373805,799780
2024-04-22,429.7923517207369,437.25631817458276,424.15876191355596,430.70754004406933,854541
2024-04-23,429.0195292705216,437.4100234309865,422.1744155996961,429.7922195153413,786824
2024-04-24,432.7457159768684,432.7457159768684,426.1055184226559,428.8476765854878,788702
2024-04-25,425.27162461938684,425.27162461938684,392.9430459586361,406.1913542420187,2133900
2024-04-26,406.131053400326,413.66257235390026,400.9233491079903,407.2929607309453,801831
2024-04-29,410.10854140007046,410.10854140007046,392.8979810212905,398.07802958152377,1323001
2024-04-30,397.6096663095154,397.6096663095154,375.7237625099301,383.79589218455595,1675655
2024-05-01,382.643094085668,383.5761615736897,379.85756101403234,381.71686129386103,872178
2024-05-02,380.7966725688861,380.7966725688861,364.419476435505,367.15587339961183,1736499
2024-05-03,368.06684936755914,377.6191597293788,357.6137690026465,367.6164643660126,764255
2024-05-06,367.0895032750744,387.47030157769086,367.0895032750744,381.7169559266311,1704121
2024-05-07,378.4343264622306,402.6984527713048,378.4343264622306,391.2565478403769,1369481
2024-05-08,395.24030987317724,395.24030987317724,381.712258965419,387.2948616426904,994755
2024-05-09,387.2076590442622,387.2076590442622,373.38314531914574,374.62776149977407,1590833
2024-05-10,373.76082276255136,382.11939741034564,368.45714052087834,375.28826896561196,777374
2024-05-13,375.81236931435035,386.88793771873287,355.62549282393985,371.25671527133636,1010861
2024-05-14,371.53815908838914,383.2710186800652,371.53815908838914,377.95750148387685,1193932
2024-05-15,377.704627123281,377.704627123281,368.992260608588,369.6618588682861,1305136
2024-05-16,371.8460923598271,371.8460923598271,360.9217497457561,362.4596540081336,1240106
2024-05-17,365.4276515405778,365.4276515405778,354.1042774379618,356.43652110262053,1164718
2024-05-20,355.9645148342926,368.11900228379193,355.9645148342926,365.86396782849147,1406195
2024-05-21,368.77652173819905,376.20976316118174,368.77652173819905,374.9122270557652,1362926
2024-05-22,369.89951173329086,375.90255792523357,368.0096758954916,371.9561169103626,936349
2024-05-23,369.987805081045,380.92795541111934,369.987805081045,378.1950360857642,1161544
2024-05-24,379.391903929035,381.72140416432376,362.9370205914714,372.3292123778976,1135648
2024-05-27,371.19078997076923,383.748878935956,364.286655978887,374.0177674574215,848752
2024-05-28,371.46355696794353,371.46355696794353,361.27333864402516,363.7178212328853,1453195
2024-05-29,364.3645377227843,370.20870047491206,359.08826885737307,364.64848466614256,797882
2024-05-30,362.39795944591737,365.29765473911414,357.1156107489875,361.2066327440508,976842
2024-05-31,361.7762019336794,368.50252144845325,357.80857664355335,363.1555490460033,870869
2024-06-03,360.5861135930336,367.3849216686019,355.04780905241654,361.2163653605092,870173
2024-06-04,361.97979659983685,361.97979659983685,353.97619331591255,357.1284238186255,1025869
2024-06-05,359.0621098946247,373.0435335885066,359.0621098946247,367.5930968214151,1477894
2024-06-06,366.1457263389526,366.1457263389526,358.70555667353085,360.8267407973138,1211774
2024-06-07,355.9083836016514,357.37704350113876,334.87735289206785,346.1271981966033,1806214
2024-06-10,345.0724422418587,357.410674491963,340.1132173276772,348.7619459098201,927753
2024-06-11,348.8630129909235,348.8630129909235,334.62626284334385,340.2093064987356,1373212
2024-06-12,339.53014351290864,339.53014351290864,333.7684103761491,336.48892934958985,1015901
2024-06-13,337.5340317370366,342.45288097808566,335.96204363958435,339.20746230883503,939723
2024-06-14,341.57325001588197,342.80200128444335,324.5015187904618,333.65176003745256,1158443
2024-06-17,332.52360184235357,332.52360184235357,324.18606605503675,327.7205253606771,1195188
2024-06-18,330.1914491029611,336.6555077546497,317.41080508422766,327.0331564194387,786106
2024-06-19,328.20316949394675,350.4393893046929,323.4789529843632,336.95917114452806,1504217
2024-06-20,337.1141479414472,337.1141479414472,323.52804535745094,324.0351163660575,1742110
2024-06-21,322.3753056656485,330.45793393782543,322.3753056656485,328.14824807178013,1057690
2024-06-24,327.680936341928,340.0669287169661,322.21331759362806,331.1401231552971,966315
2024-06-25,328.8698512151767,339.67804653715507,326.3353651554173,333.0067058462862,877067
2024-06-26,332.3349394623214,335.35518119105654,331.6853657541066,333.52027347258155,771677
2024-06-27,334.23584097668424,334.23584097668424,321.68397644826507,321.68937143599027,1664808
2024-06-28,320.6300331926205,321.6011829282242,317.54075293416093,319.57096793119257,902536
2024-07-01,322.2660526652497,322.2660526652497,312.5144422017997,314.0545923373843,1181651
2024-07-02,312.43321164241047,316.9564367385385,312.2818773558523,314.6191570471954,778265
2024-07-03,315.7163043785131,317.54854181594135,308.6599803205885,313.1042610682649,856547
2024-07-04,314.72506687345947,314.72506687345947,296.0197160250565,304.6324515961284,1440417
