date,open,high,low,close,volume
2024-03-26,3699.630788046316,3789.2973407455866,3618.269671117346,3703.7835059314666,2770669
2024-03-27,3720.720158032246,3788.066043425034,3706.7212144599907,3747.3936289425124,2534280
2024-03-28,3734.801346848526,3830.5116034138628,3734.801346848526,3810.4081085018765,2836288
2024-03-29,3833.9767996912883,3880.7339147732573,3801.9430495636534,3841.3384821684554,2314239
2024-04-01,3816.4187410637023,3931.1911619623247,3816.4187410637023,3894.1236667670905,2652293
2024-04-02,3907.1289314047444,3907.1289314047444,3800.964569758603,3839.022022186008,2688948
2024-04-03,3867.708137916813,3867.708137916813,3746.036585153133,3770.910413743487,2910754
2024-04-04,3733.1278827844712,3853.291363522096,3647.364288578037,3750.3278260500665,2155557
2024-04-05,3782.388435651329,3840.1501620573526,3754.1474385778165,3797.1488003175846,2576908
2024-04-08,3815.348864031183,3878.1911760912762,3666.2511832426867,3772.2211796669812,2223206
2024-04-09,3775.116016370071,3852.3792234370776,3713.099243926128,3782.739233681603,1992171
2024-04-10,3800.908957415687,3800.908957415687,3729.7511860097056,3736.4985794481795,2570359
2024-04-11,3713.3952271276553,3914.040462395762,3713.3952271276553,3857.309540850436,3756600
2024-04-12,3864.569450902886,3994.0131536841104,3864.569450902886,3943.980039231904,3173217
2024-04-15,3967.7767233285317,3967.7767233285317,3781.2686666143495,3869.2671938455674,2985134
2024-04-16,3871.010551770416,3935.080189430846,3846.1225126199292,3890.6013510253874,2157100
2024-04-17,3899.955274115996,4012.956875057513,3817.1739762369716,3915.0654256472426,2203872
2024-04-18,3935.093518076348,3935.093518076348,3867.9348134392776,3882.015707892749,2338116
2024-04-19,3890.6022139371266,3907.178867125089,3817.835097627972,3862.5069823765302,2129117
2024-04-22,3878.906527067727,3964.343055423576,3715.771365362503,3840.0572103930394,2177189
2024-04-23,3868.4077758903995,3900.511519262516,3802.6128812168986,3851.562200239707,2004758
2024-04-24,3874.411629051194,3874.411629051194,3736.45133408982,3799.830938749796,2644664
2024-04-25,3782.2179047260197,3818.6865448119747,3688.7001651676396,3753.693354989807,2565308
2024-04-26,3735.596301778142,3862.4501776538737,3735.596301778142,3827.140113859579,3000467
2024-04-29,3824.3666671734477,3824.3666671734477,3803.363367016165,3810.962071988589,2080386
2024-04-30,3851.105883431051,3959.6930018834046,3851.105883431051,3927.9203743833004,3659829
2024-05-01,3953.8538798256504,3953.8538798256504,3904.2387231280363,3919.734345469602,1949745
2024-05-02,3919.8754489426688,3928.5518640146333,3863.1669507601378,3895.8594073873855,2194227
2024-05-03,3899.463186615421,3899.463186615421,3820.3680072968696,3859.6635095429906,2390179
2024-05-06,3890.3431394988415,4012.4202112074063,3890.3431394988415,3979.1922700687032,3676260
2024-05-07,3999.2601150867104,4001.3452530911613,3922.0036375584073,3961.6744453247843,2091077
2024-05-08,3964.18946942628,3964.18946942628,3845.425086055804,3892.230449415626,2897580
2024-05-09,3886.6527397544924,3999.727095093772,3886.6527397544924,3988.68964626226,3310544
2024-05-10,4004.5524784453796,4004.5524784453796,3857.552282176868,3914.4731743559137,2964278
2024-05-13,3907.2482700003557,3941.3088012993608,3907.2482700003557,3938.2699670422576,2191262
2024-05-14,3910.868462451132,4022.697957297509,3909.4585847467424,3966.0782710221256,2250536
